Estado,Año,Código,Concepto,Aprobado,Devengado,Observaciones
Aguascalientes,2018,CFTOTAL,Total del gasto,20959546000.00,24355011000.00,x
Baja California,2018,CFG,Gobierno,11053448204.00,12083705193.00,x
Baja California,2018,CFG1,Legislación,604613185.00,733367723.00,x
Baja California,2018,CFG2,Justicia,3408159635.00,3823324350.00,x
Baja California,2018,CFG3,Coordinación de la Política de Gobierno,3494190008.00,3723228837.00,x
Baja California,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Baja California,2018,CFG5,Asuntos Financieros y Hacendarios,989998120.00,1038033452.00,x
Baja California,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Baja California,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,621085845.00,941741556.00,x
Baja California,2018,CFG8,Otros Servicios Generales,1935401411.00,1824009275.00,x
Baja California,2018,CFDS,Desarrollo Social,13558499022.00,14796679688.00,x
Baja California,2018,CFDS1,Protección Ambiental,42849597.00,42035353.00,x
Baja California,2018,CFDS2,Vivienda y Servicios a la Comunidad,732657375.00,659531225.00,x
Baja California,2018,CFDS3,Salud,15700000.00,26182141.00,x
Baja California,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",43645086.00,50973343.00,x
Baja California,2018,CFDS5,Educación,11996106656.00,12980530656.00,x
Baja California,2018,CFDS6,Protección Social,402847670.00,650312515.00,x
Baja California,2018,CFDS7,Otros Asuntos Sociales,324692638.00,387114455.00,x
Baja California,2018,CFDE,Desarrollo Económico,941810463.00,815793088.00,x
Baja California,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",182855220.00,177271132.00,x
Baja California,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",225303092.00,223679800.00,x
Baja California,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Baja California,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Baja California,2018,CFDE5,Transporte,18619282.00,57610589.00,x
Baja California,2018,CFDE6,Comunicaciones,309801664.00,162988497.00,x
Baja California,2018,CFDE7,Turismo,114910153.00,126783906.00,x
Baja California,2018,CFDE8,"Ciencia, Tecnología e Innovación",90321052.00,67459164.00,x
Baja California,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Baja California,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,25075723056.00,28511775169.00,x
Baja California,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,1518707730.00,1401339808.00,x
Baja California,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",23557015326.00,27110435361.00,x
Baja California,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Baja California,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Baja California,2018,CFTOTAL,Total del gasto,50629480745.00,56207953138.00,x
Aguascalientes,2019,CFG,Gobierno,3933300100.00,5067792210.00,x
Aguascalientes,2019,CFG1,Legislación,265929200.00,281110000.00,x
Aguascalientes,2019,CFG2,Justicia,1195829600.00,1250535270.00,x
Aguascalientes,2019,CFG3,Coordinación de la Política de Gobierno,478148500.00,508346960.00,x
Aguascalientes,2019,CFG4,Relaciones Exteriores,2000000.00,2772140.00,x
Aguascalientes,2019,CFG5,Asuntos Financieros y Hacendarios,399299500.00,1673879000.00,x
Aguascalientes,2019,CFG6,Seguridad Nacional,0.00,0.00,x
Aguascalientes,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,1025550500.00,970411060.00,x
Aguascalientes,2019,CFG8,Otros Servicios Generales,566542800.00,380737780.00,x
Aguascalientes,2019,CFDS,Desarrollo Social,14510590300.00,14589410860.00,x
Aguascalientes,2019,CFDS1,Protección Ambiental,506386000.00,514170790.00,x
Aguascalientes,2019,CFDS2,Vivienda y Servicios a la Comunidad,1245473800.00,393032110.00,x
Aguascalientes,2019,CFDS3,Salud,2683124700.00,3271038990.00,x
Aguascalientes,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",512218000.00,587103060.00,x
Aguascalientes,2019,CFDS5,Educación,9134404000.00,9340942470.00,x
Aguascalientes,2019,CFDS6,Protección Social,409792100.00,451029560.00,x
Aguascalientes,2019,CFDS7,Otros Asuntos Sociales,19191700.00,32093880.00,x
Aguascalientes,2019,CFDE,Desarrollo Económico,1950955600.00,1487676580.00,x
Aguascalientes,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",341683200.00,418060160.00,x
Aguascalientes,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",246267000.00,350822080.00,x
Aguascalientes,2019,CFDE3,Combustibles y Energía,0.00,0.00,x
Aguascalientes,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,7921660.00,x
Aguascalientes,2019,CFDE5,Transporte,1185834000.00,499458380.00,x
Aguascalientes,2019,CFDE6,Comunicaciones,0.00,0.00,x
Aguascalientes,2019,CFDE7,Turismo,103926000.00,128278330.00,x
Aguascalientes,2019,CFDE8,"Ciencia, Tecnología e Innovación",73245400.00,83135970.00,x
Aguascalientes,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Aguascalientes,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,3998297000.00,4173033650.00,x
Aguascalientes,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,420134000.00,346305890.00,x
Aguascalientes,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",3578163000.00,3826387630.00,x
Aguascalientes,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Aguascalientes,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,340130.00,x
Aguascalientes,2019,CFTOTAL,Total del gasto,24393143000.00,25317913310.00,x
Baja California,2019,CFG,Gobierno,9711210644.00,9112723287.00,x
Baja California,2019,CFG1,Legislación,736724253.00,777563190.00,x
Baja California,2019,CFG2,Justicia,3478832098.00,3675951756.00,x
Baja California,2019,CFG3,Coordinación de la Política de Gobierno,2166103040.00,1677454650.00,x
Baja California,2019,CFG4,Relaciones Exteriores,0.00,0.00,x
Baja California,2019,CFG5,Asuntos Financieros y Hacendarios,729380159.00,809273255.00,x
Baja California,2019,CFG6,Seguridad Nacional,0.00,0.00,x
Baja California,2019,CFG7,Asuntos de Orden Público y de Seguridad Interior,607964544.00,944645718.00,x
Baja California,2019,CFG8,Otros Servicios Generales,1992206550.00,1227834718.00,x
Baja California,2019,CFDS,Desarrollo Social,13219173690.00,14908838654.00,x
Baja California,2019,CFDS1,Protección Ambiental,45602648.00,50409716.00,x
Baja California,2019,CFDS2,Vivienda y Servicios a la Comunidad,205340571.00,365639975.00,x
Baja California,2019,CFDS3,Salud,29743509.00,58609026.00,x
Baja California,2019,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",33416525.00,26240499.00,x
Baja California,2019,CFDS5,Educación,11926159186.00,13010139059.00,x
Baja California,2019,CFDS6,Protección Social,590001328.00,1018946843.00,x
Baja California,2019,CFDS7,Otros Asuntos Sociales,388909923.00,378853536.00,x
Baja California,2019,CFDE,Desarrollo Económico,987253381.00,695747374.00,x
Baja California,2019,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",223774481.00,167494336.00,x
Baja California,2019,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",177027097.00,126238768.00,x
Baja California,2019,CFDE3,Combustibles y Energía,0.00,0.00,x
Baja California,2019,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Baja California,2019,CFDE5,Transporte,17082377.00,40911100.00,x
Baja California,2019,CFDE6,Comunicaciones,296766997.00,105764873.00,x
Baja California,2019,CFDE7,Turismo,94354471.00,64964295.00,x
Baja California,2019,CFDE8,"Ciencia, Tecnología e Innovación",58400295.00,77825100.00,x
Baja California,2019,CFDE9,Otras Industrias y Otros Asuntos Económicos,119847663.00,112548902.00,x
Baja California,2019,CFOA,Otras no Clasificadas en Funciones Anteriores,31016334706.00,33926667845.00,x
Baja California,2019,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,1393763804.00,1711581784.00,x
Baja California,2019,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",29622570902.00,32215086061.00,x
Baja California,2019,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Baja California,2019,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Baja California,2019,CFTOTAL,Total del gasto,54933972421.00,58643977160.00,x
Aguascalientes,2020,CFG,Gobierno,4422779200.00,3912793080.00,x
Aguascalientes,2020,CFG1,Legislación,277403000.00,300072500.00,x
Aguascalientes,2020,CFG2,Justicia,1259897600.00,1327947930.00,x
Aguascalientes,2020,CFG3,Coordinación de la Política de Gobierno,400936600.00,446726310.00,x
Aguascalientes,2020,CFG4,Relaciones Exteriores,2410000.00,3515250.00,x
Aguascalientes,2020,CFG5,Asuntos Financieros y Hacendarios,500579400.00,318570670.00,x
Aguascalientes,2020,CFG6,Seguridad Nacional,0.00,2907880.00,x
Aguascalientes,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,1393933400.00,1138678590.00,x
Aguascalientes,2020,CFG8,Otros Servicios Generales,587619200.00,374373940.00,x
Aguascalientes,2020,CFDS,Desarrollo Social,14298558200.00,15213103060.00,x
Aguascalientes,2020,CFDS1,Protección Ambiental,312382000.00,396859390.00,x
Aguascalientes,2020,CFDS2,Vivienda y Servicios a la Comunidad,90893700.00,359041110.00,x
Aguascalientes,2020,CFDS3,Salud,3306750500.00,3626899140.00,x
Aguascalientes,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",464788000.00,526889050.00,x
Aguascalientes,2020,CFDS5,Educación,9581831500.00,9772246820.00,x
Aguascalientes,2020,CFDS6,Protección Social,465017200.00,460954820.00,x
Aguascalientes,2020,CFDS7,Otros Asuntos Sociales,76895300.00,70212740.00,x
Aguascalientes,2020,CFDE,Desarrollo Económico,2196427600.00,1427353790.00,x
Aguascalientes,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",343552200.00,336811590.00,x
Aguascalientes,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",252729000.00,260958950.00,x
Aguascalientes,2020,CFDE3,Combustibles y Energía,0.00,0.00,x
Aguascalientes,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,9761000.00,x
Aguascalientes,2020,CFDE5,Transporte,1416262000.00,619242180.00,x
Aguascalientes,2020,CFDE6,Comunicaciones,0.00,0.00,x
Aguascalientes,2020,CFDE7,Turismo,99366000.00,118167390.00,x
Aguascalientes,2020,CFDE8,"Ciencia, Tecnología e Innovación",84518400.00,81832670.00,x
Aguascalientes,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,580000.00,x
Aguascalientes,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,4477139000.00,4627045020.00,x
Aguascalientes,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,473050000.00,390556700.00,x
Aguascalientes,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",4004089000.00,4235939270.00,x
Aguascalientes,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Aguascalientes,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,549040.00,x
Aguascalientes,2020,CFTOTAL,Total del gasto,25394904000.00,25180294960.00,x
Baja California,2020,CFG,Gobierno,8879290670.00,8462687516.00,x
Baja California,2020,CFG1,Legislación,793513235.00,793511654.00,x
Baja California,2020,CFG2,Justicia,4177262955.00,4203070121.00,x
Baja California,2020,CFG3,Coordinación de la Política de Gobierno,1698175456.00,988174388.00,x
Baja California,2020,CFG4,Relaciones Exteriores,0.00,0.00,x
Baja California,2020,CFG5,Asuntos Financieros y Hacendarios,764507477.00,1136674263.00,x
Baja California,2020,CFG6,Seguridad Nacional,0.00,0.00,x
Baja California,2020,CFG7,Asuntos de Orden Público y de Seguridad Interior,7232280.00,143635232.00,x
Baja California,2020,CFG8,Otros Servicios Generales,1438599267.00,1197621858.00,x
Baja California,2020,CFDS,Desarrollo Social,13526166228.00,15429882291.00,x
Baja California,2020,CFDS1,Protección Ambiental,29925846.00,28909255.00,x
Baja California,2020,CFDS2,Vivienda y Servicios a la Comunidad,164765619.00,239072954.00,x
Baja California,2020,CFDS3,Salud,0.00,1489316.00,x
Baja California,2020,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",600000.00,4506666.00,x
Baja California,2020,CFDS5,Educación,12502441711.00,14166241271.00,x
Baja California,2020,CFDS6,Protección Social,752021642.00,914329364.00,x
Baja California,2020,CFDS7,Otros Asuntos Sociales,76411410.00,75333463.00,x
Baja California,2020,CFDE,Desarrollo Económico,985479223.00,1103573225.00,x
Baja California,2020,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",356543450.00,409348598.00,x
Baja California,2020,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",179636424.00,200227425.00,x
Baja California,2020,CFDE3,Combustibles y Energía,0.00,0.00,x
Baja California,2020,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Baja California,2020,CFDE5,Transporte,48915320.00,25180438.00,x
Baja California,2020,CFDE6,Comunicaciones,265356511.00,347153465.00,x
Baja California,2020,CFDE7,Turismo,67330692.00,48673047.00,x
Baja California,2020,CFDE8,"Ciencia, Tecnología e Innovación",67696826.00,72990252.00,x
Baja California,2020,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Baja California,2020,CFOA,Otras no Clasificadas en Funciones Anteriores,30537217169.00,48152546628.00,x
Baja California,2020,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,987050461.00,12915884743.00,x
Baja California,2020,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",29550166708.00,35236661885.00,x
Baja California,2020,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Baja California,2020,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Baja California,2020,CFTOTAL,Total del gasto,53928153290.00,73148689659.00,x
Aguascalientes,2021,CFG,Gobierno,4338325000.00,3891477000.00,x
Aguascalientes,2021,CFG1,Legislación,291820000.00,330095000.00,x
Aguascalientes,2021,CFG2,Justicia,1350860000.00,1411639000.00,x
Aguascalientes,2021,CFG3,Coordinación de la Política de Gobierno,508928000.00,564966000.00,x
Aguascalientes,2021,CFG4,Relaciones Exteriores,3110000.00,4000000.00,x
Aguascalientes,2021,CFG5,Asuntos Financieros y Hacendarios,412449000.00,212682000.00,x
Aguascalientes,2021,CFG6,Seguridad Nacional,0.00,2908000.00,x
Aguascalientes,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,1143974000.00,870866000.00,x
Aguascalientes,2021,CFG8,Otros Servicios Generales,627183000.00,494321000.00,x
Aguascalientes,2021,CFDS,Desarrollo Social,15195209000.00,16150486000.00,x
Aguascalientes,2021,CFDS1,Protección Ambiental,336847000.00,426981000.00,x
Aguascalientes,2021,CFDS2,Vivienda y Servicios a la Comunidad,547760000.00,476731000.00,x
Aguascalientes,2021,CFDS3,Salud,3385834000.00,3608925000.00,x
Aguascalientes,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",475788000.00,1151768000.00,x
Aguascalientes,2021,CFDS5,Educación,9930205000.00,9910873000.00,x
Aguascalientes,2021,CFDS6,Protección Social,351768000.00,369738000.00,x
Aguascalientes,2021,CFDS7,Otros Asuntos Sociales,167008000.00,205470000.00,x
Aguascalientes,2021,CFDE,Desarrollo Económico,1048585000.00,1810982000.00,x
Aguascalientes,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",366289000.00,363486000.00,x
Aguascalientes,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",219600000.00,226662000.00,x
Aguascalientes,2021,CFDE3,Combustibles y Energía,0.00,0.00,x
Aguascalientes,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,5425000.00,x
Aguascalientes,2021,CFDE5,Transporte,304770000.00,1022956000.00,x
Aguascalientes,2021,CFDE6,Comunicaciones,0.00,0.00,x
Aguascalientes,2021,CFDE7,Turismo,117080000.00,151954000.00,x
Aguascalientes,2021,CFDE8,"Ciencia, Tecnología e Innovación",40208000.00,40208000.00,x
Aguascalientes,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,638000.00,291000.00,x
Aguascalientes,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,4526560000.00,4698702000.00,x
Aguascalientes,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,378693000.00,329244000.00,x
Aguascalientes,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",4147867000.00,4369042000.00,x
Aguascalientes,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Aguascalientes,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,417000.00,x
Aguascalientes,2021,CFTOTAL,Total del gasto,25108679000.00,26551647000.00,x
Baja California,2021,CFG,Gobierno,9093145006.00,11313099345.00,x
Baja California,2021,CFG1,Legislación,834484045.00,879110902.00,x
Baja California,2021,CFG2,Justicia,3863959223.00,4293973905.00,x
Baja California,2021,CFG3,Coordinación de la Política de Gobierno,2290596058.00,1856382116.00,x
Baja California,2021,CFG4,Relaciones Exteriores,0.00,0.00,x
Baja California,2021,CFG5,Asuntos Financieros y Hacendarios,752753665.00,2545112933.00,x
Baja California,2021,CFG6,Seguridad Nacional,0.00,0.00,x
Baja California,2021,CFG7,Asuntos de Orden Público y de Seguridad Interior,7780177.00,79830872.00,x
Baja California,2021,CFG8,Otros Servicios Generales,1343571838.00,1658688617.00,x
Baja California,2021,CFDS,Desarrollo Social,14348726416.00,15233875477.00,x
Baja California,2021,CFDS1,Protección Ambiental,40211134.00,33638058.00,x
Baja California,2021,CFDS2,Vivienda y Servicios a la Comunidad,179917589.00,183468397.00,x
Baja California,2021,CFDS3,Salud,15824787.00,21164111.00,x
Baja California,2021,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",8700000.00,10602161.00,x
Baja California,2021,CFDS5,Educación,13004457456.00,14366312759.00,x
Baja California,2021,CFDS6,Protección Social,1033109875.00,585814543.00,x
Baja California,2021,CFDS7,Otros Asuntos Sociales,66505575.00,32875448.00,x
Baja California,2021,CFDE,Desarrollo Económico,1225729371.00,1421273052.00,x
Baja California,2021,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",398997590.00,441415198.00,x
Baja California,2021,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",192903326.00,142511851.00,x
Baja California,2021,CFDE3,Combustibles y Energía,0.00,0.00,x
Baja California,2021,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Baja California,2021,CFDE5,Transporte,13296875.00,113495069.00,x
Baja California,2021,CFDE6,Comunicaciones,501184730.00,586712012.00,x
Baja California,2021,CFDE7,Turismo,39892805.00,33331856.00,x
Baja California,2021,CFDE8,"Ciencia, Tecnología e Innovación",79454046.00,103807066.00,x
Baja California,2021,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Baja California,2021,CFOA,Otras no Clasificadas en Funciones Anteriores,33871124693.00,42213975078.00,x
Baja California,2021,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,1348076061.00,1042913553.00,x
Baja California,2021,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",32523048632.00,41171061525.00,x
Baja California,2021,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Baja California,2021,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Baja California,2021,CFTOTAL,Total del gasto,58538725486.00,70182222952.00,x
Baja California Sur,2018,CFG,Gobierno,2509954733.00,2916376946.00,x
Baja California Sur,2018,CFG1,Legislación,214000000.00,229704830.00,x
Baja California Sur,2018,CFG2,Justicia,637630025.00,709359077.00,x
Baja California Sur,2018,CFG3,Coordinación de la Política de Gobierno,792074009.00,886311183.00,x
Baja California Sur,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Baja California Sur,2018,CFG5,Asuntos Financieros y Hacendarios,247206110.00,342212436.00,x
Baja California Sur,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Baja California Sur,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,537537944.00,616147420.00,x
Baja California Sur,2018,CFG8,Otros Servicios Generales,81506645.00,132642000.00,x
Baja California Sur,2018,CFDS,Desarrollo Social,9349669185.00,10765455249.00,x
Baja California Sur,2018,CFDS1,Protección Ambiental,0.00,0.00,x
Baja California Sur,2018,CFDS2,Vivienda y Servicios a la Comunidad,1130219128.00,1437254630.00,x
Baja California Sur,2018,CFDS3,Salud,1586243285.00,1610903450.00,x
Baja California Sur,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",278567418.00,247078660.00,x
Baja California Sur,2018,CFDS5,Educación,6158093014.00,7243489749.00,x
Baja California Sur,2018,CFDS6,Protección Social,180758496.00,208622023.00,x
Baja California Sur,2018,CFDS7,Otros Asuntos Sociales,15787844.00,18106737.00,x
Baja California Sur,2018,CFDE,Desarrollo Económico,641782407.00,644887855.00,x
Baja California Sur,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",170934592.00,182528790.00,x
Baja California Sur,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",140656283.00,155845425.00,x
Baja California Sur,2018,CFDE3,Combustibles y Energía,11709913.00,10906243.00,x
Baja California Sur,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Baja California Sur,2018,CFDE5,Transporte,0.00,0.00,x
Baja California Sur,2018,CFDE6,Comunicaciones,0.00,0.00,x
Baja California Sur,2018,CFDE7,Turismo,318481619.00,295607397.00,x
Baja California Sur,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Baja California Sur,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Baja California Sur,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,3914358782.00,3861978614.00,x
Baja California Sur,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,3307502590.00,3091886257.00,x
Baja California Sur,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Baja California Sur,2018,CFOA3,Saneamiento del Sistema Financiero,606856192.00,770092357.00,x
Baja California Sur,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Baja California Sur,2018,CFTOTAL,Total del gasto,16415765107.00,18188698664.00,x
Campeche,2018,CFG,Gobierno,3323503779.00,4128561374.55,x
Campeche,2018,CFG1,Legislación,229457926.00,256028238.49,x
Campeche,2018,CFG2,Justicia,965158207.00,1101653129.90,x
Campeche,2018,CFG3,Coordinación de la Política de Gobierno,722835701.00,1191623352.72,x
Campeche,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Campeche,2018,CFG5,Asuntos Financieros y Hacendarios,271111072.00,240644448.66,x
Campeche,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Campeche,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,836784954.00,911583239.46,x
Campeche,2018,CFG8,Otros Servicios Generales,298155919.00,427028965.32,x
Campeche,2018,CFDS,Desarrollo Social,11714485546.00,14096674292.29,x
Campeche,2018,CFDS1,Protección Ambiental,140510823.00,78574765.90,x
Campeche,2018,CFDS2,Vivienda y Servicios a la Comunidad,776900615.00,1330811730.36,x
Campeche,2018,CFDS3,Salud,2090814815.00,2377408043.25,x
Campeche,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",285951323.00,806250203.70,x
Campeche,2018,CFDS5,Educación,7504223561.00,8421434671.49,x
Campeche,2018,CFDS6,Protección Social,736257794.00,874182620.27,x
Campeche,2018,CFDS7,Otros Asuntos Sociales,179826615.00,208012257.32,x
Campeche,2018,CFDE,Desarrollo Económico,545324486.00,2049542370.74,x
Campeche,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",120475583.00,276302765.24,x
Campeche,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",211437511.00,375841940.12,x
Campeche,2018,CFDE3,Combustibles y Energía,13301150.00,12462015.21,x
Campeche,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Campeche,2018,CFDE5,Transporte,8501643.00,9393917.98,x
Campeche,2018,CFDE6,Comunicaciones,99705422.00,1143683397.54,x
Campeche,2018,CFDE7,Turismo,71969357.00,207205334.69,x
