Municipio,Año,Código,Concepto,Aprobado,Devengado,Observaciones
Aguascalientes,2022,CA10,SECRETARIA DE DESARROLLO URBANO,57845245.00,50916279.00,x
Aguascalientes,2022,CA11,SECRETARIA DE SERVICIOS PUBLICOS ,958191862.00,1043614234.00,x
Aguascalientes,2022,CA12,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,947000451.00,935757773.00,x
Aguascalientes,2022,CA13,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,24546231.00,23736203.00,x
Aguascalientes,2022,CA14,SECRETARÍA DE ECONOMÍA SOCIAL Y TURISMO MUNICIPAL,22346876.00,24449761.00,x
Aguascalientes,2022,CA15,COORDINACIÓN GENERAL DE DELEGACIONES URBANAS Y RURALES,98407786.00,97953144.00,x
Aguascalientes,2022,CA16,COORDINACION DE TRANSPARENCIA Y ACCESO A LA INFORMACION,4129315.00,4582284.00,x
Aguascalientes,2022,CA17,N/I,44088101.00,48026699.00,x
Aguascalientes,2022,CA18,INSITUTO MUNICIPAL DE SALUD MENTAL,0.00,8877365.00,x
Aguascalientes,2022,CA19,COMISION DE AGUA POTABLE Y ALCANTARILLADO,331001000.00,273350064.00,x
Aguascalientes,2022,CA20,IMPLAN,30367000.00,30295400.00,x
Aguascalientes,2022,CA21,IMMA,15148000.00,15148000.00,x
Aguascalientes,2022,CA22,INSTITUTO MUNICIPAL AGUASCALENTENSE PARA LA CULTURA,44700000.00,16814720.00,x
Aguascalientes,2022,CA23,INSTITUTO MUNICIPAL DE LA JUVENTUD DE AGUASCALIENTES,10000000.00,8000000.00,x
Aguascalientes,2022,CATOT,Total del gasto,4179939501.00,4083092695.00,x
Aguascalientes,2021,CA01,H. AYUNTAMIENTO,72982740.00,81100399.00,x
Aguascalientes,2021,CA02,PRESIDENCIA MUNICIPAL,169179032.00,162782113.00,x
Aguascalientes,2021,CA03,SECRETARÍA DE COMUNICACION SOCIAL,58487624.00,56032749.00,x
Aguascalientes,2021,CA04,ÓRGANO INTERNO DE CONTROL,17791802.00,22740173.00,x
Aguascalientes,2021,CA05,SECRETARÍA DEL H.AYUNTAMIENTO Y DIRECCIÓN GENERAL DE GOBIERNO,183277025.00,181438662.00,x
Aguascalientes,2021,CA06,SECRETARIA DE FINANZAS PUBLICAS,177846947.00,107621317.00,x
Aguascalientes,2021,CA07,SECRETARIA DE OBRAS PUBLICAS,397063232.00,410346558.00,x
Aguascalientes,2021,CA08,SECRETARIA DE ADMINISTRACION,198213956.00,297867647.00,x
Aguascalientes,2021,CA09,SECRETARÍA DE DESARROLLO SOCIAL,140790837.00,185140197.00,x
Aguascalientes,2021,CA10,SECRETARIA DE DESARROLLO URBANO,49166160.00,49988024.00,x
Aguascalientes,2021,CA11,SECRETARIA DE SERVICIOS PUBLICOS ,925075775.00,1025990690.00,x
Aguascalientes,2021,CA12,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,837641259.00,820633936.00,x
Aguascalientes,2021,CA13,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,21538098.00,20734301.00,x
Aguascalientes,2021,CA14,SECRETARÍA DE ECONOMÍA SOCIAL Y TURISMO MUNICIPAL,20803179.00,26212587.00,x
Aguascalientes,2021,CA15,COORDINACIÓN GENERAL DE DELEGACIONES URBANAS Y RURALES,83925549.00,89604336.00,x
Aguascalientes,2021,CA16,COORDINACION DE TRANSPARENCIA Y ACCESO A LA INFORMACION,3982950.00,3892970.00,x
Aguascalientes,2021,CA17,COMISION DE AGUA POTABLE Y ALCANTARILLADO,171808127.00,174702319.00,x
Aguascalientes,2021,CA18,IMPLAN,27400000.00,27692720.00,x
Aguascalientes,2021,CA19,IMMA,15122708.00,15322716.00,x
Aguascalientes,2021,CA20,INSTITUTO MUNICIPAL AGUASCALENTENSE PARA LA CULTURA,45400000.00,46071505.00,x
Aguascalientes,2021,CA21,INSTITUTO MUNICIPAL DE LA JUVENTUD DE AGUASCALIENTES,10500000.00,10524300.00,x
Aguascalientes,2021,CATOT,Total del gasto,3627997000.00,3816440219.00,x
Aguascalientes,2020,CA01,H. AYUNTAMIENTO,72982739.50,75315280.66,x
Aguascalientes,2020,CA02,PRESIDENCIA MUNICIPAL,177379281.00,172737119.47,x
Aguascalientes,2020,CA03,SECRETARÍA DE COMUNICACION SOCIAL,59176058.81,63074534.03,x
Aguascalientes,2020,CA04,ÓRGANO INTERNO DE CONTROL,20051967.36,21292202.00,x
Aguascalientes,2020,CA05,SECRETARÍA DEL H.AYUNTAMIENTO Y DIRECCIÓN GENERAL DE GOBIERNO,178970950.21,172039099.05,x
Aguascalientes,2020,CA06,SECRETARIA DE FINANZAS PUBLICAS,192733571.76,117586853.97,x
Aguascalientes,2020,CA07,SECRETARIA DE OBRAS PUBLICAS,384102000.75,418225526.13,x
Aguascalientes,2020,CA08,SECRETARIA DE ADMINISTRACION,199204863.16,198173597.08,x
Aguascalientes,2020,CA09,SECRETARÍA DE DESARROLLO SOCIAL,178634251.24,170270694.15,x
Aguascalientes,2020,CA10,SECRETARIA DE DESARROLLO URBANO,52024248.52,48649698.32,x
Aguascalientes,2020,CA11,SECRETARIA DE SERVICIOS PUBLICOS ,898003649.20,897942688.69,x
Aguascalientes,2020,CA12,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,918544286.70,889628762.66,x
Aguascalientes,2020,CA13,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,19917734.64,22044476.66,x
Aguascalientes,2020,CA14,SECRETARÍA DE ECONOMÍA SOCIAL Y TURISMO MUNICIPAL,24848553.76,37862694.11,x
Aguascalientes,2020,CA15,COORDINACIÓN GENERAL DE DELEGACIONES URBANAS Y RURALES,77336340.36,75892403.41,x
Aguascalientes,2020,CA16,COORDINACION DE TRANSPARENCIA Y ACCESO A LA INFORMACION,4552598.28,4137768.79,x
Aguascalientes,2020,CA17,COMISION DE AGUA POTABLE Y ALCANTARILLADO,143055954.24,197088476.20,x
Aguascalientes,2020,CA18,IMPLAN,32500000.00,32500000.00,x
Aguascalientes,2020,CA19,IMMA,14817465.80,15082748.80,x
Aguascalientes,2020,CA20,INSTITUTO MUNICIPAL AGUASCALENTENSE PARA LA CULTURA,47144357.56,45644358.00,x
Aguascalientes,2020,CA21,INSTITUTO MUNICIPAL DE LA JUVENTUD DE AGUASCALIENTES,11013020.08,15173020.04,x
Aguascalientes,2020,CATOT,Total del gasto,3706993892.93,3690362002.22,x
Aguascalientes,2019,CA01,H. AYUNTAMIENTO,72259557.75,72650977.44,x
Aguascalientes,2019,CA02,PRESIDENCIA MUNICIPAL,163427238.85,182853324.44,x
Aguascalientes,2019,CA03,SECRETARÍA DE COMUNICACION SOCIAL,49622346.80,70515736.19,x
Aguascalientes,2019,CA04,ÓRGANO INTERNO DE CONTROL,19395797.96,23343204.00,x
Aguascalientes,2019,CA05,SECRETARÍA DEL H.AYUNTAMIENTO Y DIRECCIÓN GENERAL DE GOBIERNO,169297575.75,171654727.98,x
Aguascalientes,2019,CA06,SECRETARIA DE FINANZAS PUBLICAS,212722468.31,259077822.52,x
Aguascalientes,2019,CA07,SECRETARIA DE OBRAS PUBLICAS,345952717.14,369048144.78,x
Aguascalientes,2019,CA08,SECRETARIA DE ADMINISTRACION,153211492.95,187430635.31,x
Aguascalientes,2019,CA09,SECRETARÍA DE DESARROLLO SOCIAL,179059342.78,223774020.26,x
Aguascalientes,2019,CA10,SECRETARIA DE DESARROLLO URBANO,46539473.01,44485065.38,x
Aguascalientes,2019,CA11,SECRETARIA DE SERVICIOS PUBLICOS ,801921576.00,829504739.27,x
Aguascalientes,2019,CA12,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,732364663.25,772239545.53,x
Aguascalientes,2019,CA13,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,15832042.14,16227597.40,x
Aguascalientes,2019,CA14,SECRETARÍA DE ECONOMÍA SOCIAL Y TURISMO MUNICIPAL,20035831.94,23156285.08,x
Aguascalientes,2019,CA15,COORDINACIÓN GENERAL DE DELEGACIONES URBANAS Y RURALES,64457567.97,56297192.03,x
Aguascalientes,2019,CA16,COORDINACION DE TRANSPARENCIA Y ACCESO A LA INFORMACION,4389280.08,4014095.81,x
Aguascalientes,2019,CA17,COMISION DE AGUA POTABLE Y ALCANTARILLADO,127112576.32,155072146.84,x
Aguascalientes,2019,CA18,IMPLAN,28466507.00,28916507.04,x
Aguascalientes,2019,CA19,IMMA,13670640.00,13850522.82,x
Aguascalientes,2019,CA20,INSTITUTO MUNICIPAL AGUASCALENTENSE PARA LA CULTURA,44157280.00,51246979.98,x
Aguascalientes,2019,CA21,INSTITUTO MUNICIPAL DE LA JUVENTUD DE AGUASCALIENTES,6711024.00,18755023.55,x
Aguascalientes,2019,CATOT,Total del gasto,3270607000.00,3574114293.65,x
Aguascalientes,2018,CA01,H. AYUNTAMIENTO,59063353.00,61328963.00,x
Aguascalientes,2018,CA02,PRESIDENCIA MUNICIPAL,171865086.00,165148533.00,x
Aguascalientes,2018,CA03,SECRETARÍA DE COMUNICACION SOCIAL,49622347.00,73585094.00,x
Aguascalientes,2018,CA04,ÓRGANO INTERNO DE CONTROL,0.00,16867916.00,x
Aguascalientes,2018,CA05,SECRETARÍA DEL H.AYUNTAMIENTO Y DIRECCIÓN GENERAL DE GOBIERNO,160263447.00,162955748.00,x
Aguascalientes,2018,CA06,SECRETARIA DE FINANZAS PUBLICAS,226241421.00,246909048.00,x
Aguascalientes,2018,CA07,SECRETARIA DE OBRAS PUBLICAS,316063782.00,551775754.00,x
Aguascalientes,2018,CA08,SECRETARIA DE ADMINISTRACION,148063016.00,168268732.00,x
Aguascalientes,2018,CA09,SECRETARÍA DE DESARROLLO SOCIAL,178853171.00,272094881.00,x
Aguascalientes,2018,CA10,SECRETARIA DE DESARROLLO URBANO,44454656.00,46497835.00,x
Aguascalientes,2018,CA11,SECRETARIA DE SERVICIOS PUBLICOS ,675965478.00,770591934.00,x
Aguascalientes,2018,CA12,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,726864667.00,773043713.00,x
Aguascalientes,2018,CA13,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,15832043.00,14952214.00,x
Aguascalientes,2018,CA14,SECRETARÍA DE ECONOMÍA SOCIAL Y TURISMO MUNICIPAL,20000000.00,26946227.00,x
Aguascalientes,2018,CA15,COORDINACIÓN GENERAL DE DELEGACIONES URBANAS Y RURALES,52000730.00,57467487.00,x
Aguascalientes,2018,CA16,COORDINACION DE TRANSPARENCIA Y ACCESO A LA INFORMACION,2707135.00,3977789.00,x
Aguascalientes,2018,CA17,COMISION DE AGUA POTABLE Y ALCANTARILLADO,139643989.00,134382391.00,x
Aguascalientes,2018,CA18,IMPLAN,26466507.00,27133711.00,x
Aguascalientes,2018,CA19,IMMA,11876800.00,14621327.00,x
Aguascalientes,2018,CA20,INSTITUTO MUNICIPAL AGUASCALENTENSE PARA LA CULTURA,37000000.00,54807204.00,x
Aguascalientes,2018,CA21,INSTITUTO MUNICIPAL DE LA JUVENTUD DE AGUASCALIENTES,6391451.00,6128758.00,x
Aguascalientes,2018,CATOT,Total del gasto,3069239079.00,3649485259.00,x
Apodaca,2022,CA1,CONTRALORIA Y TRANSPARENCIA MUNICIPAL,16833103.00,7732237.95,x
Apodaca,2022,CA2,SECRETARIA DEL AYUNTAMIENTO,73002272.00,98253103.97,x
Apodaca,2022,CA3,TESORERIA MUNICIPAL,138767427.00,132297066.81,x
Apodaca,2022,CA4,SECRETARIA DE ADMINISTRACION,53162121.00,66524548.99,x
Apodaca,2022,CA5,SECRETARIA DE DESARROLLO HUMANO E INTEGRACION SOCIAL,95338422.00,244947257.84,x
Apodaca,2022,CA6,SECRETARIA DE SERVICIOS PUBLICOS,563110520.00,655109532.14,x
Apodaca,2022,CA7,SECRETARIA DE SEGURIDAD PUBLICA Y VIAL,513211909.00,550842089.65,x
Apodaca,2022,CA8,SECRETARIA DE ECONOMIA,5887559.00,8094402.46,x
Apodaca,2022,CA9,JEFE DE LA OFICINA EJECUTIVA,51687110.00,57726305.45,x
Apodaca,2022,CA10,SECRETARIA DIF,104657218.00,119710743.04,x
Apodaca,2022,CA11,CONSEJERÍA JURIDICA,15457322.00,43555954.15,x
Apodaca,2022,CA12,PENSIONADOS Y JUBILADOS,100736325.00,100093910.01,x
Apodaca,2022,CA13,REPUBLICANO AYUNTAMIENTO,12871046.00,14335557.80,x
Apodaca,2022,CA14,SECRETARIA DE DEPORTES Y RECREACION,79222948.00,92910341.70,x
Apodaca,2022,CA15,SECRETARIA DE PREVENCION SOCIAL,7055553.00,15856698.88,x
Apodaca,2022,CA16,SECRETARIA DE CONCERTACION SOCIAL,40224693.00,47360145.68,x
Apodaca,2022,CA17,SECRETARIA DE LAS MUJERES,8280850.00,21370736.31,x
Apodaca,2022,CA18,SECRETARIA DE GOBIERNOABIERTO E INNOVACION,2705801.00,12002341.75,x
Apodaca,2022,CA19,"SECRETARIA DESARROLLO URBANO, OBRA PUBLICA, ECOLOGIA Y TRANSPORTE",359022090.46,448431319.62,x
Apodaca,2022,CATOT,Total del gasto,2241234289.46,2737154294.20,x
Apodaca,2021,CA01,CONTRALORIA Y TRANSPARENCIA MUNICIPAL,6577127.00,16438817.95,x
Apodaca,2021,CA02,SECRETARIA DEL AYUNTAMIENTO,73882729.00,78867523.94,x
Apodaca,2021,CA03,TESORERIA MUNICIPAL,147333660.00,113099024.24,x
Apodaca,2021,CA04,SECRETARIA DE ADMINISTRACION,56593519.00,68654084.49,x
Apodaca,2021,CA05,SECRETARIA DE SERVICIOS PUBLICOS,565393847.00,586243411.42,x
Apodaca,2021,CA06,SECRETARIA DE SEGURIDAD PUBLICA Y VIAL,441282564.00,487623070.30,x
Apodaca,2021,CA07,SECRETARIA DE ECONOMIA,5800529.00,5826779.03,x
Apodaca,2021,CA08,JEFE DE LA OFICINA EJECUTIVA,66807982.00,65440935.45,x
Apodaca,2021,CA09,SECRETARIA DIF,88632172.00,109733271.44,x
Apodaca,2021,CA10,CONSEJERÍA JURIDICA,14702530.00,16105557.99,x
Apodaca,2021,CA11,PENSIONADOS Y JUBILADOS,95014808.00,100991561.63,x
Apodaca,2021,CA12,REPUBLICANO AYUNTAMIENTO,13056859.00,12485203.81,x
Apodaca,2021,CA13,"SECRETARIA DE DESARROLLO URBANO, ECOLOGÍA Y TRANSPORTE",32404119.00,30293404.33,x
Apodaca,2021,CA14,SECRETARIA DE OBRAS PUBLICAS,277604686.53,335569129.97,x
Apodaca,2021,CA15,SECRETARIA DE DESARROLLO SOCIAL Y DEPORTES,167364365.00,253344249.83,x
Apodaca,2021,CA16,SECRETARIA DE PREVENCION SOCIAL,8972716.00,7786410.09,x
Apodaca,2021,CA17,SECRETARIA DE CONCERTACION SOCIAL,39847925.00,39805561.08,x
Apodaca,2021,CATOT,Total del gasto,2101272137.53,2328307996.99,x
Apodaca,2020,CA01,CONTRALORIA Y TRANSPARENCIA MUNICIPAL,6363156.00,6153961.73,x
Apodaca,2020,CA02,SECRETARIA DEL AYUNTAMIENTO,80174582.00,76939062.75,x
Apodaca,2020,CA03,TESORERIA MUNICIPAL,176931751.00,374707377.46,x
Apodaca,2020,CA04,SECRETARIA DE ADMINISTRACION,64181596.00,101683856.25,x
Apodaca,2020,CA05,SECRETARIA DE SERVICIOS PUBLICOS,611656406.00,560734904.83,x
Apodaca,2020,CA06,SECRETARIA DE SEGURIDAD PUBLICA Y VIAL,429483716.00,448177125.02,x
Apodaca,2020,CA07,SECRETARIA DE ECONOMIA,6738407.00,5975597.22,x
Apodaca,2020,CA08,JEFE DE LA OFICINA EJECUTIVA,73590481.00,65407090.58,x
Apodaca,2020,CA09,SECRETARIA DIF,107602176.00,93527395.83,x
Apodaca,2020,CA10,CONSEJERÍA JURIDICA,14288439.00,15264460.03,x
Apodaca,2020,CA11,PENSIONADOS Y JUBILADOS,80055189.00,93425300.88,x
Apodaca,2020,CA12,REPUBLICANO AYUNTAMIENTO,14990291.00,12994963.85,x
Apodaca,2020,CA13,"SECRETARIA DE DESARROLLO URBANO, ECOLOGÍA Y TRANSPORTE",32693890.00,36139319.13,x
Apodaca,2020,CA14,SECRETARIA DE OBRAS PUBLICAS,522466292.31,573467264.93,x
Apodaca,2020,CA15,SECRETARIA DE DESARROLLO SOCIAL Y DEPORTES,220331044.00,183454507.34,x
Apodaca,2020,CA16,SECRETARIA DE PREVENCION SOCIAL,12507093.00,8402574.60,x
Apodaca,2020,CA17,SECRETARIA DE CONCERTACION SOCIAL,39284682.00,60213013.25,x
Apodaca,2020,CATOT,Total del gasto,2493339191.31,2716667775.68,x
Apodaca,2019,CA01,CONTRALORIA Y TRANSPARENCIA MUNICIPAL,5580516.00,6421192.61,x
Apodaca,2019,CA02,SECRETARIA DEL AYUNTAMIENTO,84576864.00,69051488.46,x
Apodaca,2019,CA03,TESORERIA MUNICIPAL,179612756.00,137154244.59,x
Apodaca,2019,CA04,SECRETARIA DE ADMINISTRACION,60366501.00,54527270.24,x
Apodaca,2019,CA05,SECRETARIA DE SERVICIOS PUBLICOS,503977065.00,567205541.79,x
Apodaca,2019,CA06,SECRETARIA DE SEGURIDAD PUBLICA Y VIAL,355685848.00,370509475.91,x
Apodaca,2019,CA07,SECRETARIA DE ECONOMIA,6680174.00,7487356.56,x
Apodaca,2019,CA08,JEFE DE LA OFICINA EJECUTIVA,31454798.00,64284024.90,x
Apodaca,2019,CA09,DIF,100429355.00,104182246.07,x
