Estado,Año,Código,Concepto,Aprobado,Devengado,Observaciones
Acapulco de Juarez,2018,CFDE6,Comunicaciones,0.00,0.00,x
Acapulco de Juarez,2018,CFDE7,Turismo,29515636.95,19191098.17,x
Acapulco de Juarez,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Acapulco de Juarez,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Acapulco de Juarez,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,166337105.00,148074412.84,x
Acapulco de Juarez,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,x
Acapulco de Juarez,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Acapulco de Juarez,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Acapulco de Juarez,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,166337105.00,148074412.84,x
Acapulco de Juarez,2018,CFTOTAL,Total del gasto,4034103850.26,3619623830.99,x
Aguascalientes,2018,CFG,Gobierno,1472729207.00,1512721516.00,x
Aguascalientes,2018,CFG1,Legislación,59063353.00,61726143.00,x
Aguascalientes,2018,CFG2,Justicia,27921950.00,30345281.00,x
Aguascalientes,2018,CFG3,Coordinación de la Política de Gobierno,90493648.00,90745882.00,x
Aguascalientes,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Aguascalientes,2018,CFG5,Asuntos Financieros y Hacendarios,72250193.00,92277494.00,x
Aguascalientes,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Aguascalientes,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,744537896.00,789234484.00,x
Aguascalientes,2018,CFG8,Otros Servicios Generales,478462167.00,448392232.00,x
Aguascalientes,2018,CFDS,Desarrollo Social,1264135086.00,1714513712.00,x
Aguascalientes,2018,CFDS1,Protección Ambiental,10362840.00,36326245.00,x
Aguascalientes,2018,CFDS2,Vivienda y Servicios a la Comunidad,997744338.00,1324964493.00,x
Aguascalientes,2018,CFDS3,Salud,0.00,0.00,x
Aguascalientes,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",42339082.00,47792407.00,x
Aguascalientes,2018,CFDS5,Educación,8324779.00,8087253.00,x
Aguascalientes,2018,CFDS6,Protección Social,200121939.00,290693133.00,x
Aguascalientes,2018,CFDS7,Otros Asuntos Sociales,5242108.00,6650181.00,x
Aguascalientes,2018,CFDE,Desarrollo Económico,58339459.00,67191732.00,x
Aguascalientes,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",58339459.00,67191732.00,x
Aguascalientes,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,x
Aguascalientes,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Aguascalientes,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Aguascalientes,2018,CFDE5,Transporte,0.00,0.00,x
Aguascalientes,2018,CFDE6,Comunicaciones,0.00,0.00,x
Aguascalientes,2018,CFDE7,Turismo,0.00,0.00,x
Aguascalientes,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Aguascalientes,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Aguascalientes,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,274035327.00,355058299.00,x
Aguascalientes,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,52656580.00,51352986.00,x
Aguascalientes,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",221378747.00,210666849.00,x
Aguascalientes,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Aguascalientes,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,93038464.00,x
Aguascalientes,2018,CFTOTAL,Total del gasto,3069239079.00,3649485259.00,x
Apodaca,2018,CFG,Gobierno,540646611.16,625301655.81,x
Apodaca,2018,CFG1,Legislación,15495359.00,14802850.36,x
Apodaca,2018,CFG2,Justicia,11475724.00,3378714.20,x
Apodaca,2018,CFG3,Coordinación de la Política de Gobierno,71022121.00,74093280.26,x
Apodaca,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Apodaca,2018,CFG5,Asuntos Financieros y Hacendarios,68129172.16,71593961.71,x
Apodaca,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Apodaca,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,295887584.00,390481405.43,x
Apodaca,2018,CFG8,Otros Servicios Generales,78636651.00,70951443.85,x
Apodaca,2018,CFDS,Desarrollo Social,1373052699.00,1363203933.60,x
Apodaca,2018,CFDS1,Protección Ambiental,5569832.00,6338973.97,x
Apodaca,2018,CFDS2,Vivienda y Servicios a la Comunidad,1079314881.00,1044146645.96,x
Apodaca,2018,CFDS3,Salud,9587908.00,4768664.28,x
Apodaca,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",81097288.00,92148956.61,x
Apodaca,2018,CFDS5,Educación,65641197.00,60945874.27,x
Apodaca,2018,CFDS6,Protección Social,58697585.00,73133686.45,x
Apodaca,2018,CFDS7,Otros Asuntos Sociales,73144008.00,81721132.06,x
Apodaca,2018,CFDE,Desarrollo Económico,7117579.00,7707796.33,x
Apodaca,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",5290187.00,4805394.60,x
Apodaca,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,x
Apodaca,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Apodaca,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Apodaca,2018,CFDE5,Transporte,1827392.00,2902401.73,x
Apodaca,2018,CFDE6,Comunicaciones,0.00,0.00,x
Apodaca,2018,CFDE7,Turismo,0.00,0.00,x
Apodaca,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Apodaca,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Apodaca,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,70524671.84,34272560.67,x
Apodaca,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,66524671.84,32748119.35,x
Apodaca,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Apodaca,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Apodaca,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,4000000.00,1524441.32,x
Apodaca,2018,CFTOTAL,Total del gasto,1991341561.00,2030485946.41,x
Atizapan de Zaragoza,2018,CFG,Gobierno,1772314807.73,1517798262.79,x
Atizapan de Zaragoza,2018,CFG1,Legislación,0.00,0.00,x
Atizapan de Zaragoza,2018,CFG2,Justicia,6038069.00,4767568.05,x
Atizapan de Zaragoza,2018,CFG3,Coordinación de la Política de Gobierno,163812342.20,154044556.29,x
Atizapan de Zaragoza,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Atizapan de Zaragoza,2018,CFG5,Asuntos Financieros y Hacendarios,1182118541.60,896303309.42,x
Atizapan de Zaragoza,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Atizapan de Zaragoza,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,364264298.88,413591537.69,x
Atizapan de Zaragoza,2018,CFG8,Otros Servicios Generales,56081556.05,49091291.34,x
Atizapan de Zaragoza,2018,CFDS,Desarrollo Social,681422829.44,765483771.66,x
Atizapan de Zaragoza,2018,CFDS1,Protección Ambiental,111030820.90,164569916.49,x
Atizapan de Zaragoza,2018,CFDS2,Vivienda y Servicios a la Comunidad,414864852.83,489797684.29,x
Atizapan de Zaragoza,2018,CFDS3,Salud,0.00,0.00,x
Atizapan de Zaragoza,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",46072726.00,28557404.55,x
Atizapan de Zaragoza,2018,CFDS5,Educación,84094239.59,59628179.47,x
Atizapan de Zaragoza,2018,CFDS6,Protección Social,25360190.12,22930586.86,x
Atizapan de Zaragoza,2018,CFDS7,Otros Asuntos Sociales,0.00,0.00,x
Atizapan de Zaragoza,2018,CFDE,Desarrollo Económico,26355619.83,14457592.57,x
Atizapan de Zaragoza,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",1057300.00,202770.73,x
Atizapan de Zaragoza,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",20000.00,20000.00,x
Atizapan de Zaragoza,2018,CFDE3,Combustibles y Energía,42230.00,3996.48,x
Atizapan de Zaragoza,2018,CFDE4,"Minería, Manufacturas y Construcción",10134440.00,7160573.37,x
Atizapan de Zaragoza,2018,CFDE5,Transporte,12905037.83,6163802.93,x
Atizapan de Zaragoza,2018,CFDE6,Comunicaciones,0.00,0.00,x
Atizapan de Zaragoza,2018,CFDE7,Turismo,1488188.00,543742.14,x
Atizapan de Zaragoza,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Atizapan de Zaragoza,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,708424.00,362706.92,x
Atizapan de Zaragoza,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,204685643.00,164118434.90,x
Atizapan de Zaragoza,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,170949240.00,158015079.12,x
Atizapan de Zaragoza,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",11000.00,0.00,x
Atizapan de Zaragoza,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Atizapan de Zaragoza,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,33725403.00,6103355.78,x
Atizapan de Zaragoza,2018,CFTOTAL,Total del gasto,2684778900.00,2461858061.92,x
Campeche,2018,CFG,Gobierno,1165666847.00,1398662845.00,x
Campeche,2018,CFG1,Legislación,1165666847.00,1385282676.00,x
Campeche,2018,CFG2,Justicia,0.00,0.00,x
Campeche,2018,CFG3,Coordinación de la Política de Gobierno,0.00,0.00,x
Campeche,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Campeche,2018,CFG5,Asuntos Financieros y Hacendarios,0.00,848520.00,x
Campeche,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Campeche,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,0.00,12531649.00,x
Campeche,2018,CFG8,Otros Servicios Generales,0.00,0.00,x
Campeche,2018,CFDS,Desarrollo Social,0.00,73682006.00,x
Campeche,2018,CFDS1,Protección Ambiental,0.00,474699.00,x
Campeche,2018,CFDS2,Vivienda y Servicios a la Comunidad,0.00,72530575.00,x
Campeche,2018,CFDS3,Salud,0.00,0.00,x
Campeche,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,x
Campeche,2018,CFDS5,Educación,0.00,676732.00,x
Campeche,2018,CFDS6,Protección Social,0.00,0.00,x
Campeche,2018,CFDS7,Otros Asuntos Sociales,0.00,0.00,x
Campeche,2018,CFDE,Desarrollo Económico,0.00,21059574.00,x
Campeche,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,x
Campeche,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,x
Campeche,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Campeche,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,20973477.00,x
Campeche,2018,CFDE5,Transporte,0.00,0.00,x
Campeche,2018,CFDE6,Comunicaciones,0.00,0.00,x
Campeche,2018,CFDE7,Turismo,0.00,86097.00,x
Campeche,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Campeche,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Campeche,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,x
Campeche,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,x
Campeche,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Campeche,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Campeche,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Campeche,2018,CFTOTAL,Total del gasto,1165666847.00,1493404425.00,x
Benito Juarez (Cancun),2018,CFG,Gobierno,2670819073.00,2017098199.59,x
Benito Juarez (Cancun),2018,CFG1,Legislación,18514939.00,2327762.37,x
Benito Juarez (Cancun),2018,CFG2,Justicia,0.00,0.00,x
Benito Juarez (Cancun),2018,CFG3,Coordinación de la Política de Gobierno,313711526.00,561636438.98,x
Benito Juarez (Cancun),2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Benito Juarez (Cancun),2018,CFG5,Asuntos Financieros y Hacendarios,398940465.00,437207646.55,x
Benito Juarez (Cancun),2018,CFG6,Seguridad Nacional,0.00,0.00,x
Benito Juarez (Cancun),2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,413297727.00,628133534.44,x
Benito Juarez (Cancun),2018,CFG8,Otros Servicios Generales,1526354416.00,387792817.25,x
Benito Juarez (Cancun),2018,CFDS,Desarrollo Social,929032921.00,1679850638.95,x
Benito Juarez (Cancun),2018,CFDS1,Protección Ambiental,321669500.00,417375770.84,x
Benito Juarez (Cancun),2018,CFDS2,Vivienda y Servicios a la Comunidad,421972601.00,983033639.49,x
Benito Juarez (Cancun),2018,CFDS3,Salud,2650000.00,17029399.87,x
Benito Juarez (Cancun),2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",50962000.00,99995152.49,x
Benito Juarez (Cancun),2018,CFDS5,Educación,32031100.00,38351316.94,x
Benito Juarez (Cancun),2018,CFDS6,Protección Social,97947720.00,123572294.03,x
Benito Juarez (Cancun),2018,CFDS7,Otros Asuntos Sociales,1800000.00,493065.29,x
Benito Juarez (Cancun),2018,CFDE,Desarrollo Económico,0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE5,Transporte,0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE6,Comunicaciones,0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE7,Turismo,0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Benito Juarez (Cancun),2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Benito Juarez (Cancun),2018,CFOA,Otras no Clasificadas en Funciones Anteriores,8179400.00,12517541.02,x
Benito Juarez (Cancun),2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,x
Benito Juarez (Cancun),2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",8179400.00,12517541.02,x
Benito Juarez (Cancun),2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Benito Juarez (Cancun),2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Benito Juarez (Cancun),2018,CFTOTAL,Total del gasto,3608031394.00,3709466379.56,x
Celaya,2018,CFG,Gobierno,671978418.89,628168012.61,x
Celaya,2018,CFG1,Legislación,15027111.91,14196946.35,x
Celaya,2018,CFG2,Justicia,7175199.27,6184894.40,x
Celaya,2018,CFG3,Coordinación de la Política de Gobierno,95445363.58,88619681.86,x
Celaya,2018,CFG4,Relaciones Exteriores,5534420.21,4980194.02,x
Celaya,2018,CFG5,Asuntos Financieros y Hacendarios,60414353.63,58090758.32,x
Celaya,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Celaya,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,340213132.12,297229060.79,x
Celaya,2018,CFG8,Otros Servicios Generales,148168838.17,158866476.87,x
Celaya,2018,CFDS,Desarrollo Social,1280532159.78,1257323932.50,x
Celaya,2018,CFDS1,Protección Ambiental,85879074.93,100842573.48,x
Celaya,2018,CFDS2,Vivienda y Servicios a la Comunidad,1040949980.05,996474033.10,x
Celaya,2018,CFDS3,Salud,4005955.48,6967754.89,x
Celaya,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",53988892.68,56765143.41,x
Celaya,2018,CFDS5,Educación,14195723.32,13573378.82,x
Celaya,2018,CFDS6,Protección Social,48588955.00,49151500.62,x
Celaya,2018,CFDS7,Otros Asuntos Sociales,32923578.32,33549548.18,x
Celaya,2018,CFDE,Desarrollo Económico,130557126.80,118514746.52,x
Celaya,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",26619569.01,20225490.82,x
Celaya,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,x
Celaya,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Celaya,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Celaya,2018,CFDE5,Transporte,89887262.19,86443178.85,x
Celaya,2018,CFDE6,Comunicaciones,9059481.60,6855262.85,x
Celaya,2018,CFDE7,Turismo,4990814.00,4990814.00,x
Celaya,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Celaya,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Celaya,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,49764660.00,61282376.08,x
Celaya,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,49764660.00,61282376.08,x
Celaya,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Celaya,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Celaya,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Celaya,2018,CFTOTAL,Total del gasto,2132832365.47,2065289067.71,x
Chihuahua,2018,CFG,Gobierno,2976449385.00,3402429540.76,x
Chihuahua,2018,CFG1,Legislación,0.00,0.00,x
Chihuahua,2018,CFG2,Justicia,0.00,0.00,x
Chihuahua,2018,CFG3,Coordinación de la Política de Gobierno,2976449385.00,3402429540.76,x
Chihuahua,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Chihuahua,2018,CFG5,Asuntos Financieros y Hacendarios,0.00,0.00,x
Chihuahua,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Chihuahua,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,0.00,0.00,x
Chihuahua,2018,CFG8,Otros Servicios Generales,0.00,0.00,x
Chihuahua,2018,CFDS,Desarrollo Social,0.00,0.00,x
Chihuahua,2018,CFDS1,Protección Ambiental,0.00,0.00,x
Chihuahua,2018,CFDS2,Vivienda y Servicios a la Comunidad,0.00,0.00,x
Chihuahua,2018,CFDS3,Salud,0.00,0.00,x
Chihuahua,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,x
Chihuahua,2018,CFDS5,Educación,0.00,0.00,x
Chihuahua,2018,CFDS6,Protección Social,0.00,0.00,x
Chihuahua,2018,CFDS7,Otros Asuntos Sociales,0.00,0.00,x
Chihuahua,2018,CFDE,Desarrollo Económico,0.00,0.00,x
Chihuahua,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",0.00,0.00,x
Chihuahua,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",0.00,0.00,x
Chihuahua,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Chihuahua,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Chihuahua,2018,CFDE5,Transporte,0.00,0.00,x
Chihuahua,2018,CFDE6,Comunicaciones,0.00,0.00,x
Chihuahua,2018,CFDE7,Turismo,0.00,0.00,x
Chihuahua,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Chihuahua,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Chihuahua,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,x
Chihuahua,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,x
Chihuahua,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Chihuahua,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Chihuahua,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Chihuahua,2018,CFTOTAL,Total del gasto,2976449385.00,3402429540.76,x
Chilpancingo de los Bravo,2018,CFG,Gobierno,345016795.27,461530427.46,x
Chilpancingo de los Bravo,2018,CFG1,Legislación,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFG2,Justicia,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFG3,Coordinación de la Política de Gobierno,104789339.46,118637015.73,x
Chilpancingo de los Bravo,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFG5,Asuntos Financieros y Hacendarios,72261252.81,173280102.35,x
Chilpancingo de los Bravo,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,167966203.00,169613309.38,x
Chilpancingo de los Bravo,2018,CFG8,Otros Servicios Generales,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDS,Desarrollo Social,301350664.61,306864616.19,x
Chilpancingo de los Bravo,2018,CFDS1,Protección Ambiental,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDS2,Vivienda y Servicios a la Comunidad,247163495.00,260774877.43,x
Chilpancingo de los Bravo,2018,CFDS3,Salud,19114080.85,20390234.11,x
Chilpancingo de los Bravo,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDS5,Educación,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDS6,Protección Social,35073088.76,25699504.65,x
Chilpancingo de los Bravo,2018,CFDS7,Otros Asuntos Sociales,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDE,Desarrollo Económico,29734645.83,48802816.85,x
Chilpancingo de los Bravo,2018,CFDE1,"Asuntos Económicos, Comerciales y Laborales en General",21308853.62,21045634.45,x
Chilpancingo de los Bravo,2018,CFDE2,"Agropecuaria, Silvicultura, Pesca y Caza",7747042.19,27551888.92,x
Chilpancingo de los Bravo,2018,CFDE3,Combustibles y Energía,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDE4,"Minería, Manufacturas y Construcción",0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDE5,Transporte,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDE6,Comunicaciones,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDE7,Turismo,678750.02,205293.48,x
Chilpancingo de los Bravo,2018,CFDE8,"Ciencia, Tecnología e Innovación",0.00,0.00,x
Chilpancingo de los Bravo,2018,CFDE9,Otras Industrias y Otros Asuntos Económicos,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFOA,Otras no Clasificadas en Funciones Anteriores,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFOA1,Transacciones de la Deuda Publica / Costo Financiero de la Deuda,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFOA2,"Transferencias, Participaciones y Aportaciones entre Diferentes Niveles y Ordenes de Gobierno",0.00,0.00,x
Chilpancingo de los Bravo,2018,CFOA3,Saneamiento del Sistema Financiero,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFOA4,Adeudos de Ejercicios Fiscales Anteriores,0.00,0.00,x
Chilpancingo de los Bravo,2018,CFTOTAL,Total del gasto,676102105.71,817197860.50,x
Chimalhuacan,2018,CFG,Gobierno,1678685523.23,2657939088.24,x
Chimalhuacan,2018,CFG1,Legislación,0.00,0.00,x
Chimalhuacan,2018,CFG2,Justicia,1139926.20,1177631.00,x
Chimalhuacan,2018,CFG3,Coordinación de la Política de Gobierno,982042989.89,1898055327.83,x
Chimalhuacan,2018,CFG4,Relaciones Exteriores,0.00,0.00,x
Chimalhuacan,2018,CFG5,Asuntos Financieros y Hacendarios,344727758.90,384065475.47,x
Chimalhuacan,2018,CFG6,Seguridad Nacional,0.00,0.00,x
Chimalhuacan,2018,CFG7,Asuntos de Orden Público y de Seguridad Interior,294510141.29,322238453.88,x
Chimalhuacan,2018,CFG8,Otros Servicios Generales,56264706.95,52402200.06,x
Chimalhuacan,2018,CFDS,Desarrollo Social,613250566.96,243483459.96,x
Chimalhuacan,2018,CFDS1,Protección Ambiental,55228690.15,56878960.30,x
Chimalhuacan,2018,CFDS2,Vivienda y Servicios a la Comunidad,487339583.52,116468974.24,x
Chimalhuacan,2018,CFDS3,Salud,0.00,0.00,x
Chimalhuacan,2018,CFDS4,"Recreación, Cultura y Otras Manifestaciones Sociales",66451975.53,66981403.32,x
Chimalhuacan,2018,CFDS5,Educación,1121997.40,867264.38,x
Chimalhuacan,2018,CFDS6,Protección Social,3108320.36,2286857.72,x
Chimalhuacan,2018,CFDS7,Otros Asuntos Sociales,0.00,0.00,x
Chimalhuacan,2018,CFDE,Desarrollo Económico,7832145.81,8963092.56,x
